"servername","dbname","Table","Index_or_Statistics","T-SQL Drop Command"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K23_K5_K1_K22_24]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K23_K5_K1_K22_24] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K5_K1_K22_K23_24]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K5_K1_K22_K23_24] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K23_K5_K1_K22]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K23_K5_K1_K22] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K5_K1_K22_K23]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K5_K1_K22_K23] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K5_24]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K5_24] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_stat_21575115_5_1_22_23]","USE aBILLity_43258; DROP INDEX [_dta_stat_21575115_5_1_22_23] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_stat_21575115_23_5_1]","USE aBILLity_43258; DROP INDEX [_dta_stat_21575115_23_5_1] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K5_K22_K20_K1_K6_K14_2_3_4_7_8_9_10_11_12_13_15_16_17_18_19_21_23_24_25_26_27_28_29_30]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K5_K22_K20_K1_K6_K14_2_3_4_7_8_9_10_11_12_13_15_16_17_18_19_21_23_24_25_26_27_28_29_30] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K22_K20_K5_K1_K6_K14_2_3_4_7_8_9_10_11_12_13_15_16_17_18_19_21_23_24_25_26_27_28_29_30]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K22_K20_K5_K1_K6_K14_2_3_4_7_8_9_10_11_12_13_15_16_17_18_19_21_23_24_25_26_27_28_29_30] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K20_K22_K1_K6_K14_2_3_4_5_7_8_9_10_11_12_13_15_16_17_18_19_21_23_24_25_26_27_28_29_30]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K20_K22_K1_K6_K14_2_3_4_5_7_8_9_10_11_12_13_15_16_17_18_19_21_23_24_25_26_27_28_29_30] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K1_K6_K5_K14_K22_K20_2_3_4_7_8_9_10_11_12_13_15_16_17_18_19_21_23_24_25_26_27_28_29_30]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K1_K6_K5_K14_K22_K20_2_3_4_7_8_9_10_11_12_13_15_16_17_18_19_21_23_24_25_26_27_28_29_30] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K22_K20_K5_2_3_4_7_8_9_10_11_12_13_17_18_19_21_23_24_25_27_29_30]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K22_K20_K5_2_3_4_7_8_9_10_11_12_13_17_18_19_21_23_24_25_27_29_30] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K1_K6_K22_K20_K5_K14_2_3_4_7_8_9_10_11_12_13_15_16_17_18_19_21_23_24_25_26_27_28_29_30]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K1_K6_K22_K20_K5_K14_2_3_4_7_8_9_10_11_12_13_15_16_17_18_19_21_23_24_25_26_27_28_29_30] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K14_K1_K6_K22_K20_2_3_4_5_7_8_9_10_11_12_13_15_16_17_18_19_21_23_24_25_26_27_28_29_30]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K14_K1_K6_K22_K20_2_3_4_5_7_8_9_10_11_12_13_15_16_17_18_19_21_23_24_25_26_27_28_29_30] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K1_K6_K5_K14_15_16_26_28]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K1_K6_K5_K14_15_16_26_28] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K14_K1_K6_5_15_16_26_28]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K14_K1_K6_5_15_16_26_28] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K5_K1_K6_K14_K22_K20_2_3_4_7_8_9_10_11_12_13_15_16_17_18_19_21_23_24_25_26_27_28_29_30]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K5_K1_K6_K14_K22_K20_2_3_4_7_8_9_10_11_12_13_15_16_17_18_19_21_23_24_25_26_27_28_29_30] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K5_K1_K6_K22_K20_K14_2_3_4_7_8_9_10_11_12_13_15_16_17_18_19_21_23_24_25_26_27_28_29_30]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K5_K1_K6_K22_K20_K14_2_3_4_7_8_9_10_11_12_13_15_16_17_18_19_21_23_24_25_26_27_28_29_30] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K5_K1_K6_K14_15_16_26_28]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K5_K1_K6_K14_15_16_26_28] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K20_K22_2_3_4_5_7_8_9_10_11_12_13_17_18_19_21_23_24_25_27_29_30]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K20_K22_2_3_4_5_7_8_9_10_11_12_13_17_18_19_21_23_24_25_27_29_30] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K5_K22_K20_2_3_4_7_8_9_10_11_12_13_17_18_19_21_23_24_25_27_29_30]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K5_K22_K20_2_3_4_7_8_9_10_11_12_13_17_18_19_21_23_24_25_27_29_30] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_index_BillingCdrsFiles_7_21575115__K14_K20_K1_K6_K22_2_3_4_5_7_8_9_10_11_12_13_15_16_17_18_19_21_23_24_25_26_27_28_29_30]","USE aBILLity_43258; DROP INDEX [_dta_index_BillingCdrsFiles_7_21575115__K14_K20_K1_K6_K22_2_3_4_5_7_8_9_10_11_12_13_15_16_17_18_19_21_23_24_25_26_27_28_29_30] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_stat_21575115_5_22_20_1_6_14]","USE aBILLity_43258; DROP INDEX [_dta_stat_21575115_5_22_20_1_6_14] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_stat_21575115_1_6_5_14_22]","USE aBILLity_43258; DROP INDEX [_dta_stat_21575115_1_6_5_14_22] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_stat_21575115_22_20]","USE aBILLity_43258; DROP INDEX [_dta_stat_21575115_22_20] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_stat_21575115_20_22_1_6_14]","USE aBILLity_43258; DROP INDEX [_dta_stat_21575115_20_22_1_6_14] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_stat_21575115_5_1_6_22]","USE aBILLity_43258; DROP INDEX [_dta_stat_21575115_5_1_6_22] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_stat_21575115_14_20_1_6]","USE aBILLity_43258; DROP INDEX [_dta_stat_21575115_14_20_1_6] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_stat_21575115_1_6_22]","USE aBILLity_43258; DROP INDEX [_dta_stat_21575115_1_6_22] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[BillingCdrsFiles]","[_dta_stat_21575115_14_1_6_22]","USE aBILLity_43258; DROP INDEX [_dta_stat_21575115_14_1_6_22] ON [dbo].[BillingCdrsFiles];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_index_CDRTypes_7_53575229__K5_K1]","USE aBILLity_43258; DROP INDEX [_dta_index_CDRTypes_7_53575229__K5_K1] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_index_CDRTypes_7_53575229__K1_K5]","USE aBILLity_43258; DROP INDEX [_dta_index_CDRTypes_7_53575229__K1_K5] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_index_CDRTypes_7_53575229__K1]","USE aBILLity_43258; DROP INDEX [_dta_index_CDRTypes_7_53575229__K1] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_stat_53575229_5_1]","USE aBILLity_43258; DROP INDEX [_dta_stat_53575229_5_1] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_index_CDRTypes_7_53575229__K1_K19_K5]","USE aBILLity_43258; DROP INDEX [_dta_index_CDRTypes_7_53575229__K1_K19_K5] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_index_CDRTypes_7_53575229__K19_K1_K5]","USE aBILLity_43258; DROP INDEX [_dta_index_CDRTypes_7_53575229__K19_K1_K5] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_index_CDRTypes_7_53575229__K19_K5]","USE aBILLity_43258; DROP INDEX [_dta_index_CDRTypes_7_53575229__K19_K5] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_index_CDRTypes_7_53575229__K1_19]","USE aBILLity_43258; DROP INDEX [_dta_index_CDRTypes_7_53575229__K1_19] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_index_CDRTypes_7_53575229__K19_K1]","USE aBILLity_43258; DROP INDEX [_dta_index_CDRTypes_7_53575229__K19_K1] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_index_CDRTypes_7_53575229__K1_K19]","USE aBILLity_43258; DROP INDEX [_dta_index_CDRTypes_7_53575229__K1_K19] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_index_CDRTypes_7_53575229__K5_19]","USE aBILLity_43258; DROP INDEX [_dta_index_CDRTypes_7_53575229__K5_19] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_index_CDRTypes_7_53575229__K1_K5_K19]","USE aBILLity_43258; DROP INDEX [_dta_index_CDRTypes_7_53575229__K1_K5_K19] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_index_CDRTypes_7_53575229__K5_K1_19]","USE aBILLity_43258; DROP INDEX [_dta_index_CDRTypes_7_53575229__K5_K1_19] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_index_CDRTypes_7_53575229__K5_K19_K1]","USE aBILLity_43258; DROP INDEX [_dta_index_CDRTypes_7_53575229__K5_K19_K1] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_index_CDRTypes_7_53575229__K19_K5_K1]","USE aBILLity_43258; DROP INDEX [_dta_index_CDRTypes_7_53575229__K19_K5_K1] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_index_CDRTypes_7_53575229__K5_K19]","USE aBILLity_43258; DROP INDEX [_dta_index_CDRTypes_7_53575229__K5_K19] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_index_CDRTypes_7_53575229__K19]","USE aBILLity_43258; DROP INDEX [_dta_index_CDRTypes_7_53575229__K19] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_stat_53575229_5_19_1]","USE aBILLity_43258; DROP INDEX [_dta_stat_53575229_5_19_1] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_stat_53575229_1_19]","USE aBILLity_43258; DROP INDEX [_dta_stat_53575229_1_19] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_index_CDRTypes_7_53575229__K1_5_19]","USE aBILLity_43258; DROP INDEX [_dta_index_CDRTypes_7_53575229__K1_5_19] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[CDRTypes]","[_dta_index_CDRTypes_7_53575229__K5_1]","USE aBILLity_43258; DROP INDEX [_dta_index_CDRTypes_7_53575229__K5_1] ON [dbo].[CDRTypes];"
"db50","aBILLity_43258","[dbo].[freeminute_details]","[_dta_index_freeminute_details_7_66099276__K30_K1_21]","USE aBILLity_43258; DROP INDEX [_dta_index_freeminute_details_7_66099276__K30_K1_21] ON [dbo].[freeminute_details];"
"db50","aBILLity_43258","[dbo].[freeminute_details]","[_dta_index_freeminute_details_7_66099276__K1_K30_21]","USE aBILLity_43258; DROP INDEX [_dta_index_freeminute_details_7_66099276__K1_K30_21] ON [dbo].[freeminute_details];"
"db50","aBILLity_43258","[dbo].[freeminute_details]","[_dta_index_freeminute_details_7_66099276__K30_1_21]","USE aBILLity_43258; DROP INDEX [_dta_index_freeminute_details_7_66099276__K30_1_21] ON [dbo].[freeminute_details];"
"db50","aBILLity_43258","[dbo].[freeminute_details]","[_dta_stat_66099276_1_30]","USE aBILLity_43258; DROP INDEX [_dta_stat_66099276_1_30] ON [dbo].[freeminute_details];"
"db50","aBILLity_43258","[dbo].[freeminute_details]","[_dta_index_freeminute_details_c_7_66099276__K30]","USE aBILLity_43258; DROP INDEX [_dta_index_freeminute_details_c_7_66099276__K30] ON [dbo].[freeminute_details];"
"db50","aBILLity_43258","[dbo].[freeminute_details]","[_dta_index_freeminute_details_c_7_66099276__K1]","USE aBILLity_43258; DROP INDEX [_dta_index_freeminute_details_c_7_66099276__K1] ON [dbo].[freeminute_details];"
"db50","aBILLity_43258","[dbo].[ChargeGroups]","[_dta_index_ChargeGroups_7_117575457__K1_17]","USE aBILLity_43258; DROP INDEX [_dta_index_ChargeGroups_7_117575457__K1_17] ON [dbo].[ChargeGroups];"
"db50","aBILLity_43258","[dbo].[Defaultvalues]","[_dta_index_Defaultvalues_7_149575571__K1_4]","USE aBILLity_43258; DROP INDEX [_dta_index_Defaultvalues_7_149575571__K1_4] ON [dbo].[Defaultvalues];"
"db50","aBILLity_43258","[dbo].[RecurringCharge_Types]","[_dta_index_RecurringCharge_Types_7_389576426__K1_15_37]","USE aBILLity_43258; DROP INDEX [_dta_index_RecurringCharge_Types_7_389576426__K1_15_37] ON [dbo].[RecurringCharge_Types];"
"db50","aBILLity_43258","[dbo].[RecurringCharge_Types]","[_dta_index_RecurringCharge_Types_7_389576426__K1_37]","USE aBILLity_43258; DROP INDEX [_dta_index_RecurringCharge_Types_7_389576426__K1_37] ON [dbo].[RecurringCharge_Types];"
"db50","aBILLity_43258","[dbo].[RecurringCharge_Types]","[_dta_index_RecurringCharge_Types_7_389576426__K1_15]","USE aBILLity_43258; DROP INDEX [_dta_index_RecurringCharge_Types_7_389576426__K1_15] ON [dbo].[RecurringCharge_Types];"
"db50","aBILLity_43258","[dbo].[RecurringCharge_Types]","[_dta_index_RecurringCharge_Types_7_389576426__K1_45]","USE aBILLity_43258; DROP INDEX [_dta_index_RecurringCharge_Types_7_389576426__K1_45] ON [dbo].[RecurringCharge_Types];"
"db50","aBILLity_43258","[dbo].[RecurringCharge_Types]","[_dta_index_RecurringCharge_Types_7_389576426__K1_K45]","USE aBILLity_43258; DROP INDEX [_dta_index_RecurringCharge_Types_7_389576426__K1_K45] ON [dbo].[RecurringCharge_Types];"
"db50","aBILLity_43258","[dbo].[RecurringCharge_Types]","[_dta_index_RecurringCharge_Types_7_389576426__K45_K1]","USE aBILLity_43258; DROP INDEX [_dta_index_RecurringCharge_Types_7_389576426__K45_K1] ON [dbo].[RecurringCharge_Types];"
"db50","aBILLity_43258","[dbo].[RecurringCharge_Types]","[_dta_stat_389576426_1_45]","USE aBILLity_43258; DROP INDEX [_dta_stat_389576426_1_45] ON [dbo].[RecurringCharge_Types];"
"db50","aBILLity_43258","[dbo].[incidents]","[_dta_index_incidents_7_418100530__K78_K1]","USE aBILLity_43258; DROP INDEX [_dta_index_incidents_7_418100530__K78_K1] ON [dbo].[incidents];"
"db50","aBILLity_43258","[dbo].[incidents]","[_dta_index_incidents_7_418100530__K1_K78]","USE aBILLity_43258; DROP INDEX [_dta_index_incidents_7_418100530__K1_K78] ON [dbo].[incidents];"
"db50","aBILLity_43258","[dbo].[incidents]","[_dta_index_incidents_7_418100530__K62_K54_K1_K6_K8_K13_K14_K45_K52_K91_5_7_9_11_12_15_17_22_55_56_57_58_60_63_64_65_69_72_77_]","USE aBILLity_43258; DROP INDEX [_dta_index_incidents_7_418100530__K62_K54_K1_K6_K8_K13_K14_K45_K52_K91_5_7_9_11_12_15_17_22_55_56_57_58_60_63_64_65_69_72_77_] ON [dbo].[incidents];"
"db50","aBILLity_43258","[dbo].[incidents]","[_dta_index_incidents_7_418100530__K62_K54_K1_K6_K8_K13_K14_K45_K52_K91_K78_5_7_9_11_12_15_17_22_55_56_57_58_60_63_64_65_69_72_]","USE aBILLity_43258; DROP INDEX [_dta_index_incidents_7_418100530__K62_K54_K1_K6_K8_K13_K14_K45_K52_K91_K78_5_7_9_11_12_15_17_22_55_56_57_58_60_63_64_65_69_72_] ON [dbo].[incidents];"
"db50","aBILLity_43258","[dbo].[incidents]","[_dta_index_incidents_7_418100530__K1_K78_K62_K54_K6_K8_K13_K14_K45_K52_K91_5_7_9_11_12_15_17_22_55_56_57_58_60_63_64_65_69_72_]","USE aBILLity_43258; DROP INDEX [_dta_index_incidents_7_418100530__K1_K78_K62_K54_K6_K8_K13_K14_K45_K52_K91_5_7_9_11_12_15_17_22_55_56_57_58_60_63_64_65_69_72_] ON [dbo].[incidents];"
"db50","aBILLity_43258","[dbo].[incidents]","[_dta_index_incidents_7_418100530__K78_K62_K54_K1_K6_K8_K13_K14_K45_K52_K91_5_7_9_11_12_15_17_22_55_56_57_58_60_63_64_65_69_72_]","USE aBILLity_43258; DROP INDEX [_dta_index_incidents_7_418100530__K78_K62_K54_K1_K6_K8_K13_K14_K45_K52_K91_5_7_9_11_12_15_17_22_55_56_57_58_60_63_64_65_69_72_] ON [dbo].[incidents];"
"db50","aBILLity_43258","[dbo].[incidents]","[_dta_index_incidents_7_418100530__K78_K1_K62_K54_K6_K8_K13_K14_K45_K52_K91_5_7_9_11_12_15_17_22_55_56_57_58_60_63_64_65_69_72_]","USE aBILLity_43258; DROP INDEX [_dta_index_incidents_7_418100530__K78_K1_K62_K54_K6_K8_K13_K14_K45_K52_K91_5_7_9_11_12_15_17_22_55_56_57_58_60_63_64_65_69_72_] ON [dbo].[incidents];"
"db50","aBILLity_43258","[dbo].[incidents]","[_dta_stat_418100530_78_62_54_1_6_8_13_14_45_52_91]","USE aBILLity_43258; DROP INDEX [_dta_stat_418100530_78_62_54_1_6_8_13_14_45_52_91] ON [dbo].[incidents];"
"db50","aBILLity_43258","[dbo].[incidents]","[_dta_stat_418100530_62_54_1_6_8_13_14_45_52_91]","USE aBILLity_43258; DROP INDEX [_dta_stat_418100530_62_54_1_6_8_13_14_45_52_91] ON [dbo].[incidents];"
"db50","aBILLity_43258","[dbo].[incidents]","[_dta_stat_418100530_1_78_62]","USE aBILLity_43258; DROP INDEX [_dta_stat_418100530_1_78_62] ON [dbo].[incidents];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_index_Recurring_Charge_7_421576540__K1]","USE aBILLity_43258; DROP INDEX [_dta_index_Recurring_Charge_7_421576540__K1] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_index_Recurring_Charge_7_421576540__K2_K1]","USE aBILLity_43258; DROP INDEX [_dta_index_Recurring_Charge_7_421576540__K2_K1] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_index_Recurring_Charge_7_421576540__K2_K1_f36]","USE aBILLity_43258; DROP INDEX [_dta_index_Recurring_Charge_7_421576540__K2_K1_f36] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_index_Recurring_Charge_7_421576540__K1_K2]","USE aBILLity_43258; DROP INDEX [_dta_index_Recurring_Charge_7_421576540__K1_K2] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_index_Recurring_Charge_7_421576540__K19_K1_8_16]","USE aBILLity_43258; DROP INDEX [_dta_index_Recurring_Charge_7_421576540__K19_K1_8_16] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_index_Recurring_Charge_7_421576540__K1_K16_K8_K19]","USE aBILLity_43258; DROP INDEX [_dta_index_Recurring_Charge_7_421576540__K1_K16_K8_K19] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_index_Recurring_Charge_7_421576540__K16_K8_K1_K19]","USE aBILLity_43258; DROP INDEX [_dta_index_Recurring_Charge_7_421576540__K16_K8_K1_K19] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_stat_421576540_1_16_8_19]","USE aBILLity_43258; DROP INDEX [_dta_stat_421576540_1_16_8_19] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_stat_421576540_16_8]","USE aBILLity_43258; DROP INDEX [_dta_stat_421576540_16_8] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_stat_421576540_1_2]","USE aBILLity_43258; DROP INDEX [_dta_stat_421576540_1_2] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_index_Recurring_Charge_7_421576540__K1_4_7_10_35_37]","USE aBILLity_43258; DROP INDEX [_dta_index_Recurring_Charge_7_421576540__K1_4_7_10_35_37] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_index_Recurring_Charge_7_421576540__K1_K34_2_10_11_12_13_23_29]","USE aBILLity_43258; DROP INDEX [_dta_index_Recurring_Charge_7_421576540__K1_K34_2_10_11_12_13_23_29] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_index_Recurring_Charge_7_421576540__K34_K1_2_10_11_12_13_23_29]","USE aBILLity_43258; DROP INDEX [_dta_index_Recurring_Charge_7_421576540__K34_K1_2_10_11_12_13_23_29] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_stat_421576540_1_34]","USE aBILLity_43258; DROP INDEX [_dta_stat_421576540_1_34] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_index_Recurring_Charge_7_421576540__K2]","USE aBILLity_43258; DROP INDEX [_dta_index_Recurring_Charge_7_421576540__K2] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_index_Recurring_Charge_7_421576540__K1_2_19]","USE aBILLity_43258; DROP INDEX [_dta_index_Recurring_Charge_7_421576540__K1_2_19] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_index_Recurring_Charge_7_421576540__K19_K2_1]","USE aBILLity_43258; DROP INDEX [_dta_index_Recurring_Charge_7_421576540__K19_K2_1] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_index_Recurring_Charge_7_421576540__K2_K19_1]","USE aBILLity_43258; DROP INDEX [_dta_index_Recurring_Charge_7_421576540__K2_K19_1] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_index_Recurring_Charge_7_421576540__K1_K16_K8_K19_4_7_35]","USE aBILLity_43258; DROP INDEX [_dta_index_Recurring_Charge_7_421576540__K1_K16_K8_K19_4_7_35] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_index_Recurring_Charge_7_421576540__K1_K19_K16_K8_4]","USE aBILLity_43258; DROP INDEX [_dta_index_Recurring_Charge_7_421576540__K1_K19_K16_K8_4] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_index_Recurring_Charge_7_421576540__K1_K16_K8_K19_4]","USE aBILLity_43258; DROP INDEX [_dta_index_Recurring_Charge_7_421576540__K1_K16_K8_K19_4] ON [dbo].[Recurring_Charge];"
"db50","aBILLity_43258","[dbo].[Recurring_Charge]","[_dta_index_Recurring_Charge_7_421576540__K1_K19_K16_K8_4_7_35]","USE aBILLity_43258; DROP INDEX [_dta_index_Recurring_Charge_7_421576540__K1_K19_K16_K8_4_7_35] ON [dbo].[Recurring_Charge];"
