"servername","dbname","Table","Index_or_Statistics","T-SQL Drop Command"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_14]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_14] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K11]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K11] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K3_K11_1]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K3_K11_1] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K3_K11_K14_K1]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K3_K11_K14_K1] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K3_K11_K1]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K3_K11_K1] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K3_K11_1_14]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K3_K11_1_14] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_K11_K3]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_K11_K3] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_K11_K3_K14]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_K11_K3_K14] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K11_K3_K1_K14]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K11_K3_K1_K14] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_K3_K11]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_K3_K11] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K14_K1_K3_K11]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K14_K1_K3_K11] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_stat_469576711_14_1_3]","USE abillity_42712; DROP INDEX [_dta_stat_469576711_14_1_3] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_stat_469576711_3_11_14]","USE abillity_42712; DROP INDEX [_dta_stat_469576711_3_11_14] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_stat_469576711_11_3_1_14]","USE abillity_42712; DROP INDEX [_dta_stat_469576711_11_3_1_14] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_stat_469576711_1_11]","USE abillity_42712; DROP INDEX [_dta_stat_469576711_1_11] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_stat_469576711_1_3]","USE abillity_42712; DROP INDEX [_dta_stat_469576711_1_3] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_10_14]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_10_14] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_K14_10]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_K14_10] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K14_K1_10]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K14_K1_10] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_K14_K3_K11]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_K14_K3_K11] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_K14]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_K14] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_K3_K11_K14]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_K3_K11_K14] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K3_K11_K1_K14]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K3_K11_K1_K14] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K3_K11_14]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K3_K11_14] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K3_1040]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K3_1040] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K11_K3_1771]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K11_K3_1771] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K14_2894]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K14_2894] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K3_K11_9850]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K3_K11_9850] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K11_K3_K1_9085]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K11_K3_K1_9085] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_6355]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_6355] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_14_3369]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_14_3369] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K11_5492]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K11_5492] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K3_K11_1_440]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K3_K11_1_440] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K3_K11_K14_K1_742]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K3_K11_K14_K1_742] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K3_K11_K1_32]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K3_K11_K1_32] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K3_K11_1_14_9912]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K3_K11_1_14_9912] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_K11_K3_812]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_K11_K3_812] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_K11_K3_K14_5150]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_K11_K3_K14_5150] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K11_K3_K1_K14_7946]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K11_K3_K1_K14_7946] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_K3_K11_2555]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_K3_K11_2555] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K14_K1_K3_K11_3910]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K14_K1_K3_K11_3910] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_10_14_4364]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_10_14_4364] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_K14_10_8066]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_K14_10_8066] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K14_K1_10_6497]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K14_K1_10_6497] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_K14_K3_K11_9987]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_K14_K3_K11_9987] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_K14_1912]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_K14_1912] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_K3_K11_K14_4149]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_K3_K11_K14_4149] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K3_K11_K1_K14_6497]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K3_K11_K1_K14_6497] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K3_K11_14_1771]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K3_K11_14_1771] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_K14_2_3_4_5_6_7_8_9_10_11_12_13_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30_31_32_]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_K14_2_3_4_5_6_7_8_9_10_11_12_13_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30_31_32_] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K14_K1_2_3_4_5_6_7_8_9_10_11_12_13_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30_31_32_]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K14_K1_2_3_4_5_6_7_8_9_10_11_12_13_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30_31_32_] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K1_3_4_5_6_7_9_10_11_14]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K1_3_4_5_6_7_9_10_11_14] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K14_1_3_4_5_6_7_9_10_11]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K14_1_3_4_5_6_7_9_10_11] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K7_1_3_4_5_6_9_10_11_14]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K7_1_3_4_5_6_9_10_11_14] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_index_Sitedetails_31_469576711__K14_K7_1_3_4_5_6_9_10_11]","USE abillity_42712; DROP INDEX [_dta_index_Sitedetails_31_469576711__K14_K7_1_3_4_5_6_9_10_11] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[Sitedetails]","[_dta_stat_469576711_14_7]","USE abillity_42712; DROP INDEX [_dta_stat_469576711_14_7] ON [dbo].[Sitedetails];"
"dbuk02","abillity_42712","[dbo].[changelog_entry]","[_dta_index_changelog_entry_31_1253579504__K1_2_3_4_5_6_7_8]","USE abillity_42712; DROP INDEX [_dta_index_changelog_entry_31_1253579504__K1_2_3_4_5_6_7_8] ON [dbo].[changelog_entry];"
"dbuk02","abillity_42712","[dbo].[changelog_entry]","[_dta_index_changelog_entry_31_1253579504__K1_2_3_4_5_6_7_8_9987]","USE abillity_42712; DROP INDEX [_dta_index_changelog_entry_31_1253579504__K1_2_3_4_5_6_7_8_9987] ON [dbo].[changelog_entry];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K9]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K9] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K2_K4_K3_9]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K2_K4_K3_9] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_stat_1362103893_2_4_3]","USE abillity_42712; DROP INDEX [_dta_stat_1362103893_2_4_3] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_c_31_1362103893__K2_K4_K3]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_c_31_1362103893__K2_K4_K3] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K9_9987]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K9_9987] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K2_K4_K3_9_8809]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K2_K4_K3_9_8809] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_c_31_1362103893__K2_K4_K3_9987]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_c_31_1362103893__K2_K4_K3_9987] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K4_K2_K3_1_5_6_7_8_9_f13]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K4_K2_K3_1_5_6_7_8_9_f13] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K3_f14]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K3_f14] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K3_K4_f15]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K3_K4_f15] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K3_K4_K2]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K3_K4_K2] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K2_K3_K4_1_5_6_7_8_9_f16]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K2_K3_K4_1_5_6_7_8_9_f16] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K2_K4_K3_1_5_6_7_8_9]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K2_K4_K3_1_5_6_7_8_9] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K4_f17]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K4_f17] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K2_K3_K4_1_5_6_7_8_9]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K2_K3_K4_1_5_6_7_8_9] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K2_K3_K4]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K2_K3_K4] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K4_K3_K2_1_5_6_7_8_9]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K4_K3_K2_1_5_6_7_8_9] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K4]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K4] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K4_K2_K3_1_5_6_7_8_9]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K4_K2_K3_1_5_6_7_8_9] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K3]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K3] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K3_K4_K2_1_5_6_7_8_9_f18]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K3_K4_K2_1_5_6_7_8_9_f18] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K3_K4]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K3_K4] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K2_K3_K4_f19]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K2_K3_K4_f19] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K3_K4_K2_f20]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K3_K4_K2_f20] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_31_1362103893__K3_K4_K2_1_5_6_7_8_9]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_31_1362103893__K3_K4_K2_1_5_6_7_8_9] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_stat_1362103893_4_3]","USE abillity_42712; DROP INDEX [_dta_stat_1362103893_4_3] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_stat_1362103893_2_3]","USE abillity_42712; DROP INDEX [_dta_stat_1362103893_2_3] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_c_31_1362103893__K2]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_c_31_1362103893__K2] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[servicelevel_clears]","[_dta_index_servicelevel_clears_c_31_1362103893__K3_K4]","USE abillity_42712; DROP INDEX [_dta_index_servicelevel_clears_c_31_1362103893__K3_K4] ON [dbo].[servicelevel_clears];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K2_K1_K28_f1]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K2_K1_K28_f1] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K1_K2_f2]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K1_K2_f2] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K2_K1_K28_K37]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K2_K1_K28_K37] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K37_K1_K28_K2_f3]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K37_K1_K28_K2_f3] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K1_f4]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K1_f4] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K1_K28_K2_K37]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K1_K28_K2_K37] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K1_K28_K2]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K1_K28_K2] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K28_f5]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K28_f5] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K1_K28_K2_f6]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K1_K28_K2_f6] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K28]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K28] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K2_K1_f7]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K2_K1_f7] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K37_K1_K28_K2]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K37_K1_K28_K2] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K2_K1_K28]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K2_K1_K28] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K1_K2_K37_K28]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K1_K2_K37_K28] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K28_K37_K1_K2]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K28_K37_K1_K2] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K1_K2_K37_K28_f8]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K1_K2_K37_K28_f8] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K1_K28_K2_K37_f9]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K1_K28_K2_K37_f9] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K2]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K2] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K28_K37_K1_K2_f10]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K28_K37_K1_K2_f10] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K1]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K1] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K1_K2]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K1_K2] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K2_f11]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K2_f11] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K1_K28_K2_37]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K1_K28_K2_37] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K2_K1_K28_37]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K2_K1_K28_37] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_index_company_31_1445580188__K2_K1_K28_K37_f12]","USE abillity_42712; DROP INDEX [_dta_index_company_31_1445580188__K2_K1_K28_K37_f12] ON [dbo].[company];"
"dbuk02","abillity_42712","[dbo].[company]","[_dta_stat_1445580188_37_1_28_2]","USE abillity_42712; DROP INDEX [_dta_stat_1445580188_37_1_28_2] ON [dbo].[company];"
